Consumer_Email_Key,Consumer_Email_Last_Update_Source_System_Key,Consumer_Email_Last_Opt_In_Opt_Out_Update_Source_System_Key,Consumer_Key,Consumer_Email_Type_Code_Key,Consumer_Email_Record_Valid_From_Date,Consumer_Email_Record_Valid_To_Date,Consumer_Email_Address_Name,Consumer_Email_Current_Record_Indicator,Consumer_Email_Technical_Validity_Indicator,Consumer_Email_Opt_In_Opt_Out_Indicator,Consumer_Email_Opt_In_Opt_Out_Update_Date,Consumer_Email_Source_Last_Update_Date,Consumer_Email_Ip_Location_Name,Consumer_Email_Melissa_Result_Code,Consumer_Email_Melissa_Quality_Score_Code,Consumer_Email_Melissa_Deliverability_Confidence_Score_Number,Consumer_Email_Melissa_Privacy_Indicator,Consumer_Email_Last_Click_Timestamp,Consumer_Email_Subscription_Date,Consumer_Email_Record_Created_Timestamp,Consumer_Email_Record_Modified_Timestamp
939,866,643,908835,957,2022-07-02,2023-07-06,davidrice@example.net,1,0,1,2022-08-07,2023-11-16,205.199.78.149,null,Invalid,284,1,2021-08-18 00:00:00.000000,2021-03-27,2023-03-19 09:46:20.066157,2023-08-23 10:43:10.174947
580,948,231,909281,836,2023-07-19,2023-11-17,hlivingston@example.org,0,1,1,2023-03-15,2022-07-27,22.182.194.26,null,Valid,371,1,2021-03-02 00:00:00.000000,2023-03-29,2021-02-02 14:53:50.220823,2021-07-23 19:25:25.581546
728,552,337,922878,163,2021-07-09,2022-10-06,sdiaz@example.net,0,1,0,2022-04-06,2022-11-14,128.170.206.74,null,Invalid,975,1,2024-01-12 00:00:00.000000,2023-05-06,2022-11-19 17:08:00.729437,2022-11-23 04:57:03.666286
989,387,316,923339,674,2022-10-02,2024-01-07,collinselizabeth@example.com,0,0,1,2022-04-09,2021-08-18,208.6.225.182,null,Valid,773,0,2021-09-30 00:00:00.000000,2021-05-03,2022-01-11 06:06:41.271758,2022-01-23 07:47:35.590820
488,772,744,934212,488,2022-05-20,2023-03-13,rebeccalopez@example.net,0,1,1,2021-03-11,2023-02-04,5.103.134.16,null,Valid,109,1,2021-03-19 00:00:00.000000,2021-05-20,2022-02-27 18:26:57.230469,2023-12-29 12:16:01.296959
620,449,381,938558,324,2022-03-15,2023-10-06,adam19@example.net,0,0,0,2021-10-10,2022-09-09,188.199.127.84,null,Valid,855,0,2023-03-25 00:00:00.000000,2021-01-24,2024-01-17 15:55:23.763897,2024-01-24 21:25:24.510161
121,311,598,941923,596,2021-02-15,2021-11-05,timothy20@example.net,0,1,1,2022-02-19,2022-03-10,179.55.74.69,null,Valid,516,0,2023-08-19 00:00:00.000000,2021-02-15,2021-04-14 20:40:40.865455,2023-08-29 10:21:54.894070
484,217,73,947180,637,2023-01-05,2023-04-19,jennifer79@example.org,1,1,1,2023-03-25,2022-04-13,172.245.90.104,null,Valid,717,1,2021-09-02 00:00:00.000000,2021-10-03,2022-12-25 19:51:38.128257,2023-10-19 12:42:23.615283
622,734,541,953846,120,2022-09-12,2023-04-12,jeremywilson@example.com,1,1,0,2023-10-20,2023-03-18,192.192.152.80,null,Invalid,196,0,2021-05-11 00:00:00.000000,2023-03-07,2021-08-31 00:44:02.675952,2022-01-31 13:24:31.363842
584,637,16,982206,23,2023-12-29,2024-01-15,rebecca70@example.org,0,0,1,2023-09-28,2021-04-26,187.47.97.143,null,Suspicious,145,1,2021-09-11 00:00:00.000000,2022-02-28,2022-10-21 12:29:43.332503,2023-10-17 20:18:36.931954
252,130,644,1019483,646,2022-08-03,2022-12-27,bwilliams@example.org,0,1,0,2022-04-23,2021-08-12,70.155.163.129,null,Valid,491,0,2022-10-26 00:00:00.000000,2023-12-29,2022-07-10 06:47:57.098443,2023-05-21 07:44:58.870938
687,844,869,1022339,91,2021-08-19,2023-04-07,margaret56@example.org,0,1,0,2021-07-23,2021-06-08,97.232.119.36,null,Valid,256,0,2023-01-20 00:00:00.000000,2023-07-09,2022-12-18 05:55:50.975020,2023-08-11 08:49:22.307757
147,614,806,1032062,84,2023-02-08,2023-02-22,brownsandy@example.com,0,1,0,2022-11-07,2021-06-17,3.41.194.82,null,Valid,772,1,2022-09-01 00:00:00.000000,2022-03-30,2021-02-07 12:55:42.857147,2023-04-30 02:02:08.179976
193,344,538,1035838,364,2021-04-08,2021-11-25,willissharon@example.net,0,1,0,2022-10-02,2021-10-03,173.137.60.25,null,Valid,946,1,2023-09-15 00:00:00.000000,2022-11-29,2023-12-14 10:56:18.143395,2024-01-21 04:26:31.769975
529,970,193,1041410,39,2021-04-25,2023-06-23,colliernorma@example.org,0,0,1,2021-11-09,2022-03-15,42.101.49.133,null,Suspicious,774,1,2023-05-23 00:00:00.000000,2022-10-23,2022-07-26 22:12:55.437015,2023-07-26 16:27:24.653476
65,906,40,1044735,670,2023-07-26,2024-01-20,michaelbaker@example.org,0,1,1,2023-12-06,2023-11-03,71.16.197.149,null,Valid,995,0,2022-12-21 00:00:00.000000,2022-05-03,2022-01-22 05:15:26.583860,2023-09-16 09:06:45.687318
763,687,109,1053291,436,2023-11-17,2024-01-06,rothtara@example.com,0,1,1,2022-04-08,2023-04-16,45.209.226.137,null,Valid,429,1,2022-09-24 00:00:00.000000,2022-08-22,2023-11-02 07:29:50.139709,2023-11-08 12:55:07.059569
958,967,354,1059405,210,2022-03-20,2023-06-08,paul70@example.net,1,1,0,2023-09-20,2023-05-19,201.195.37.28,null,Valid,384,1,2023-08-23 00:00:00.000000,2022-12-02,2023-05-07 22:11:50.865047,2023-08-28 21:25:38.595635
106,978,190,1063608,411,2022-01-07,2022-10-15,amy29@example.com,0,0,1,2021-11-16,2021-12-22,140.220.232.61,null,Valid,469,0,2023-03-18 00:00:00.000000,2021-06-17,2023-03-04 03:34:43.030749,2023-06-18 18:40:02.728015
420,333,205,1063944,776,2021-09-09,2023-02-04,jason22@example.com,0,1,1,2023-10-18,2023-04-04,201.22.81.67,null,Valid,269,0,2021-09-04 00:00:00.000000,2021-08-20,2023-04-26 09:36:10.823369,2023-07-18 23:08:14.670491
924,524,944,1088952,234,2022-02-21,2022-12-04,webstercarolyn@example.net,1,0,0,2023-11-15,2021-06-14,121.103.106.170,null,Invalid,819,0,2021-09-21 00:00:00.000000,2023-02-24,2022-07-10 08:54:26.029118,2023-08-28 07:21:31.871936
442,880,877,1093552,768,2022-08-20,2022-11-10,katherine02@example.com,1,0,0,2023-03-14,2022-08-02,156.240.166.38,null,Valid,438,0,2021-03-31 00:00:00.000000,2021-04-20,2021-10-04 17:45:01.680518,2022-02-24 23:57:44.119656
59,331,149,1102233,717,2023-01-14,2023-03-30,dharvey@example.com,1,1,1,2021-03-30,2023-05-28,101.75.150.192,null,Valid,580,1,2023-07-24 00:00:00.000000,2021-07-21,2022-10-23 02:55:46.626677,2022-12-26 20:41:11.862584
60,274,45,1136918,385,2024-01-01,2024-01-15,adamarellano@example.net,0,0,1,2023-07-12,2023-12-25,84.107.138.209,null,Valid,868,1,2023-09-05 00:00:00.000000,2021-07-28,2022-01-12 01:21:15.327801,2023-02-22 12:32:19.725767
426,784,103,1139565,149,2022-04-21,2023-08-12,whitechristopher@example.net,0,0,1,2022-12-08,2021-05-01,47.108.10.32,null,Valid,234,1,2021-10-14 00:00:00.000000,2023-12-03,2023-07-10 12:52:21.709478,2023-10-16 11:03:31.290160
514,862,244,1143031,175,2022-02-04,2023-08-22,ghernandez@example.net,1,0,1,2021-01-28,2023-08-14,116.168.160.184,null,Valid,668,0,2022-01-01 00:00:00.000000,2021-07-11,2023-06-27 07:54:28.013745,2024-01-18 04:08:07.249023
326,800,989,1144282,746,2022-06-28,2022-10-07,sandra83@example.org,0,1,0,2022-09-23,2023-11-11,18.106.253.132,null,Valid,960,0,2023-08-17 00:00:00.000000,2023-08-28,2023-08-09 14:51:36.818177,2024-01-19 14:01:52.269884
216,192,378,1146787,583,2023-07-26,2023-12-09,daniel14@example.net,0,1,0,2021-10-01,2024-01-05,128.235.232.92,null,Valid,427,0,2021-04-25 00:00:00.000000,2022-02-18,2021-07-01 10:55:44.425646,2021-08-19 08:04:40.041080
975,495,422,1179919,178,2022-08-24,2022-12-30,moyernathaniel@example.com,0,1,0,2022-07-12,2021-06-10,44.86.185.181,null,Valid,197,1,2023-05-28 00:00:00.000000,2021-02-20,2023-08-24 11:56:53.225667,2023-09-11 22:53:12.451644
229,652,950,1206297,336,2021-03-06,2022-08-01,brittany93@example.org,1,0,0,2021-07-21,2021-08-30,54.37.90.183,null,Valid,270,0,2022-04-28 00:00:00.000000,2023-09-25,2022-11-10 23:05:37.689361,2023-02-26 17:37:20.404370
336,256,800,1247850,692,2023-03-23,2023-08-07,soniadudley@example.net,0,1,0,2022-07-07,2021-08-12,206.158.220.170,null,Valid,565,0,2022-10-04 00:00:00.000000,2021-12-31,2023-12-25 14:21:24.597178,2024-01-25 03:52:08.987003
770,950,910,1270449,772,2021-10-02,2022-07-04,anitabishop@example.org,0,0,0,2022-09-03,2022-03-03,202.11.5.176,null,Valid,724,1,2021-09-24 00:00:00.000000,2022-08-06,2023-01-04 02:06:02.253087,2023-02-15 11:38:52.565407
765,975,690,1274339,171,2021-04-04,2022-05-19,ortizmisty@example.com,0,1,0,2022-12-26,2021-12-23,55.122.34.168,null,Valid,872,1,2022-12-30 00:00:00.000000,2023-10-05,2022-02-27 09:26:22.907985,2023-01-11 01:20:32.403877
564,524,589,1303779,616,2021-03-02,2023-02-26,qramirez@example.com,1,0,1,2021-06-27,2023-02-10,165.61.151.189,null,Suspicious,979,0,2022-10-23 00:00:00.000000,2022-01-19,2023-05-16 17:41:50.369467,2023-12-15 00:01:04.523386
568,265,807,1309931,139,2023-09-09,2023-12-13,nina70@example.org,1,1,0,2022-10-09,2021-11-10,24.221.98.198,null,Valid,347,1,2021-06-30 00:00:00.000000,2021-03-14,2023-03-30 06:46:16.053919,2023-04-08 11:14:06.282350
850,636,457,1316008,999,2022-05-30,2022-09-04,thomasjack@example.net,0,0,1,2022-07-11,2022-02-05,187.221.175.78,null,Valid,920,1,2022-09-13 00:00:00.000000,2023-02-13,2024-01-11 22:22:53.139719,2024-01-15 15:27:26.849676
375,273,221,1334428,696,2023-11-20,2023-12-09,lisajensen@example.org,1,0,1,2022-04-28,2023-08-22,115.4.208.144,null,Valid,136,0,2021-05-11 00:00:00.000000,2023-12-30,2023-03-13 20:53:32.006866,2023-11-16 03:26:50.271122
393,788,376,1340249,344,2022-09-14,2023-04-08,oduran@example.net,0,0,0,2022-04-30,2021-02-07,126.159.107.229,null,Invalid,431,0,2022-02-04 00:00:00.000000,2021-09-22,2021-07-30 03:02:26.539254,2022-03-19 05:21:48.018935
906,773,505,1341344,939,2023-11-14,2024-01-19,kenneth68@example.net,0,1,1,2023-08-21,2023-11-10,152.151.249.170,null,Invalid,829,0,2021-02-06 00:00:00.000000,2024-01-07,2023-10-20 02:33:16.325501,2023-12-19 16:13:13.203131
261,655,710,1369975,81,2021-11-28,2023-03-06,hfox@example.net,0,1,1,2022-03-17,2023-08-29,108.175.83.98,null,Valid,158,1,2023-12-09 00:00:00.000000,2021-10-16,2023-06-07 04:22:50.644481,2023-08-04 04:18:43.569082
628,567,785,1370168,216,2021-10-04,2023-08-30,pamelapeters@example.org,0,0,1,2023-02-01,2023-09-03,6.178.12.137,null,Valid,645,1,2021-10-06 00:00:00.000000,2021-06-11,2023-07-14 09:25:22.967044,2023-12-13 02:44:42.142374
938,732,919,1379657,10,2022-03-24,2022-09-23,laura60@example.net,0,0,1,2023-02-19,2021-05-10,171.52.86.184,null,Valid,389,0,2023-07-10 00:00:00.000000,2022-08-07,2022-07-12 05:50:25.756200,2023-05-26 19:44:43.790729
186,716,22,1380900,586,2023-08-07,2023-10-25,mwatson@example.org,0,0,1,2022-05-12,2021-08-19,176.97.213.116,null,Invalid,615,0,2022-06-22 00:00:00.000000,2023-10-06,2022-11-29 15:46:33.807284,2023-12-18 08:54:45.299013
56,749,494,1382565,823,2023-01-14,2023-09-19,aprildavidson@example.org,1,1,1,2021-11-17,2021-10-22,139.26.254.133,null,Valid,480,1,2023-11-28 00:00:00.000000,2021-07-12,2022-12-10 01:42:25.752235,2023-11-13 23:40:09.914706
434,835,88,1389371,151,2021-03-10,2021-11-01,howarddavid@example.org,1,1,0,2023-04-25,2021-02-25,191.60.36.243,null,Suspicious,830,1,2021-09-02 00:00:00.000000,2024-01-14,2021-09-11 01:42:57.581740,2023-06-19 04:15:32.399357
613,860,411,1394201,397,2022-05-13,2022-05-15,xholmes@example.org,1,0,1,2022-12-25,2023-09-25,3.21.104.165,null,Valid,545,1,2023-11-08 00:00:00.000000,2023-07-06,2021-07-25 07:05:49.905766,2022-04-12 05:58:14.450546
157,938,999,1433885,666,2023-01-24,2023-02-22,carrie75@example.com,0,0,0,2022-06-04,2022-01-06,34.90.214.146,null,Valid,728,0,2022-12-20 00:00:00.000000,2022-08-12,2023-12-11 18:42:03.504933,2024-01-18 03:28:09.544224
955,580,112,1443287,98,2021-02-17,2022-08-12,jmckee@example.org,1,0,1,2022-03-05,2021-07-04,190.102.181.184,null,Invalid,170,1,2021-12-01 00:00:00.000000,2021-06-25,2021-02-23 17:29:55.653672,2022-02-23 16:01:05.979119
399,272,837,1448033,725,2021-10-11,2023-04-22,jason97@example.org,0,0,1,2022-11-02,2021-10-10,178.118.39.180,null,Valid,522,0,2022-09-09 00:00:00.000000,2023-04-29,2023-11-30 15:10:24.920822,2023-12-03 06:32:43.470554
246,889,810,1448917,122,2022-05-01,2023-11-28,krystalbonilla@example.net,0,1,0,2021-11-20,2023-06-18,130.28.121.183,null,Valid,908,0,2022-06-24 00:00:00.000000,2021-11-19,2023-10-11 23:47:58.691164,2023-11-06 15:57:31.245527
573,417,6,1449874,488,2022-10-09,2022-12-18,vclark@example.org,1,1,0,2022-07-16,2023-02-22,30.33.249.132,null,Valid,755,1,2023-08-01 00:00:00.000000,2023-01-12,2022-06-16 21:31:09.319982,2023-11-29 15:01:24.580314
553,515,739,1473751,145,2022-11-30,2024-01-17,davidcarter@example.net,0,0,1,2023-02-20,2021-10-24,23.230.61.137,null,Valid,48,1,2022-06-27 00:00:00.000000,2021-06-15,2023-10-15 04:38:44.849747,2023-10-19 13:52:56.082155
184,267,270,1476640,709,2021-06-07,2022-08-10,vadams@example.com,0,0,0,2022-05-03,2021-04-29,59.63.194.133,null,Valid,259,0,2022-10-19 00:00:00.000000,2023-03-28,2023-05-30 01:54:04.011250,2023-08-18 22:03:58.323077
685,975,206,1478101,954,2022-01-04,2023-01-19,andersonbryan@example.org,1,0,1,2023-12-24,2021-05-30,66.148.171.94,null,Valid,928,0,2023-11-21 00:00:00.000000,2024-01-21,2021-12-29 13:50:49.692318,2022-10-27 15:11:54.293330
739,873,971,1480691,459,2023-11-05,2023-11-18,hartmansherry@example.net,0,1,1,2022-07-07,2022-07-13,131.217.225.149,null,Valid,383,1,2023-04-19 00:00:00.000000,2023-10-08,2021-10-11 15:14:24.505606,2023-01-27 06:44:27.031009
792,187,160,1484526,341,2023-06-07,2023-09-03,jeffreyrios@example.net,0,1,0,2021-06-05,2023-08-31,69.57.110.74,null,Valid,585,1,2023-02-22 00:00:00.000000,2021-12-07,2023-01-11 09:45:22.692891,2023-06-16 03:51:40.346348
45,224,310,1488322,711,2023-07-20,2023-12-05,rbarrera@example.net,0,1,1,2022-07-11,2023-03-16,128.143.32.101,null,Suspicious,845,0,2023-07-24 00:00:00.000000,2023-01-01,2023-03-13 02:56:53.746131,2023-09-28 07:12:37.496695
183,487,552,1489968,355,2023-12-11,2023-12-25,ryangardner@example.net,1,1,0,2022-11-05,2021-07-22,15.231.229.29,null,Valid,876,1,2023-10-30 00:00:00.000000,2022-05-05,2022-02-17 21:32:07.721021,2023-06-09 04:05:56.311941
858,971,160,1498109,997,2023-07-29,2023-10-08,romerodavid@example.org,1,0,1,2021-02-02,2021-03-31,208.139.119.50,null,Valid,879,0,2023-09-23 00:00:00.000000,2021-01-24,2021-05-14 10:57:09.925085,2021-12-12 21:04:50.531645
1,49,854,1506451,652,2022-03-09,2022-11-02,conniemurphy@example.net,1,1,1,2022-10-15,2023-12-05,158.137.111.49,null,Valid,296,1,2023-01-27 00:00:00.000000,2023-12-06,2023-07-02 04:30:27.566533,2023-09-16 12:47:54.268656
454,228,280,1510945,458,2022-01-28,2022-09-11,tholland@example.com,0,1,1,2022-05-04,2022-04-30,10.79.45.112,null,Valid,27,0,2021-06-25 00:00:00.000000,2022-08-14,2023-03-13 16:34:37.659076,2023-05-21 03:17:54.779388
719,446,149,1532365,341,2023-05-25,2023-08-15,fgutierrez@example.net,0,0,0,2022-08-09,2023-05-04,42.1.249.247,null,Valid,115,1,2022-08-20 00:00:00.000000,2022-10-25,2022-05-26 16:06:23.236193,2022-11-23 12:05:45.606052
47,458,555,1542528,892,2022-05-19,2022-06-30,vanessarodgers@example.org,1,0,0,2021-10-13,2021-12-09,79.75.151.190,null,Valid,984,0,2024-01-23 00:00:00.000000,2022-08-01,2023-03-05 10:46:59.648438,2023-08-02 17:38:27.707870
949,729,330,1544561,365,2021-10-17,2022-05-08,davidbutler@example.org,0,0,1,2021-02-05,2023-08-18,89.80.231.128,null,Valid,35,0,2023-12-27 00:00:00.000000,2022-03-21,2023-07-13 04:38:46.598567,2023-10-07 09:41:15.735211
650,118,644,1545246,668,2022-02-07,2022-04-23,fosterdenise@example.org,1,0,1,2023-06-19,2021-04-05,208.74.136.132,null,Valid,402,0,2021-05-19 00:00:00.000000,2022-03-07,2023-07-09 07:12:03.052925,2023-08-15 09:11:54.714640
34,107,978,1554577,209,2021-06-03,2021-06-05,jgriffith@example.org,1,1,1,2023-09-26,2022-08-23,205.221.123.223,null,Valid,162,1,2021-08-15 00:00:00.000000,2023-01-26,2022-12-21 15:22:12.030195,2023-08-19 03:50:19.385568
575,91,347,1555223,545,2021-02-03,2023-06-24,sextongabriel@example.org,1,0,1,2022-04-15,2021-05-08,173.192.161.202,null,Valid,604,0,2023-06-18 00:00:00.000000,2023-07-30,2022-10-17 13:33:40.103255,2023-10-13 00:45:14.296756
88,870,288,1570354,291,2023-05-16,2023-07-29,qreed@example.com,1,0,1,2022-09-20,2023-12-01,25.208.51.28,null,Valid,838,1,2023-10-24 00:00:00.000000,2023-07-10,2023-10-16 17:34:21.143962,2023-11-29 20:24:19.413134
394,992,7,1571595,516,2023-03-09,2023-11-27,danny88@example.org,0,1,0,2021-11-01,2023-05-06,93.214.198.77,null,Valid,135,0,2023-11-27 00:00:00.000000,2022-01-21,2024-01-07 03:19:37.788677,2024-01-14 23:59:55.300326
330,624,211,1605987,633,2023-08-05,2023-09-05,jhughes@example.org,0,0,0,2022-10-05,2022-01-28,222.58.32.9,null,Invalid,767,1,2021-07-23 00:00:00.000000,2023-08-25,2021-03-29 17:37:05.901693,2021-09-01 05:18:13.690047
683,887,604,1611090,319,2021-05-19,2023-10-22,linda77@example.org,0,0,0,2022-11-25,2022-09-18,153.173.220.29,null,Valid,578,1,2023-11-20 00:00:00.000000,2023-08-07,2024-01-09 10:33:02.849248,2024-01-22 02:48:52.795145
934,563,798,1613071,384,2022-08-29,2023-01-20,hesterpeter@example.org,0,1,0,2023-02-25,2023-01-20,40.181.86.2,null,Valid,320,0,2021-08-10 00:00:00.000000,2021-04-24,2024-01-18 14:32:39.412052,2024-01-23 14:51:52.951138
355,901,675,1615924,984,2023-02-10,2023-05-11,ldavis@example.com,1,0,0,2022-11-05,2022-02-09,208.37.38.50,null,Valid,123,1,2023-02-03 00:00:00.000000,2021-07-20,2022-05-16 05:16:12.768966,2023-10-01 00:57:24.481359
957,398,587,1616035,855,2022-10-29,2023-10-01,bryantamanda@example.com,1,1,1,2023-11-10,2021-11-03,31.199.218.38,null,Valid,848,0,2023-01-25 00:00:00.000000,2022-07-02,2022-03-03 05:58:08.094243,2022-10-23 21:57:39.489490
235,984,720,1616541,478,2021-07-31,2021-10-24,gabriel14@example.com,1,1,0,2022-01-04,2022-03-22,99.15.131.85,null,Valid,790,1,2021-08-15 00:00:00.000000,2021-08-27,2022-06-01 01:33:05.205165,2024-01-10 06:19:00.003323
716,491,483,1621868,723,2022-08-24,2022-12-24,olivia71@example.com,0,1,1,2021-06-20,2022-12-29,62.99.95.63,null,Valid,999,0,2022-05-22 00:00:00.000000,2022-04-06,2023-10-28 08:53:41.753591,2023-11-22 02:38:18.630147
192,402,230,1629568,742,2022-11-17,2022-12-06,russell93@example.org,0,1,0,2022-02-23,2021-03-19,162.157.187.199,null,Valid,34,1,2022-05-14 00:00:00.000000,2023-07-22,2022-12-15 08:40:03.850641,2023-10-11 23:24:02.103600
100,362,854,1632570,518,2021-10-01,2023-06-06,wattszachary@example.com,0,1,0,2023-12-25,2022-03-15,165.54.38.114,null,Valid,443,0,2023-04-14 00:00:00.000000,2023-11-16,2023-03-31 04:09:52.796617,2023-08-11 01:03:24.983631
148,598,455,1632588,736,2022-04-12,2024-01-20,gallagheradrian@example.com,1,0,0,2021-07-11,2021-07-12,36.58.32.138,null,Invalid,946,0,2022-01-18 00:00:00.000000,2021-10-25,2021-05-18 07:58:36.937021,2023-05-13 14:23:08.238089
172,923,297,1637127,282,2023-03-19,2023-05-27,xtaylor@example.com,0,1,1,2021-09-20,2021-03-10,19.221.177.125,null,Valid,474,1,2021-03-28 00:00:00.000000,2022-01-22,2021-02-25 05:22:21.178924,2023-09-08 08:02:18.978096
572,992,370,1645592,436,2023-09-01,2023-09-08,dennisjohn@example.org,1,0,0,2023-08-27,2023-10-16,132.49.1.90,null,Valid,106,0,2021-04-25 00:00:00.000000,2022-05-21,2022-09-14 09:35:35.242261,2023-07-20 23:28:07.112445
116,926,200,1649054,737,2022-11-07,2022-11-09,rfritz@example.org,0,0,1,2021-06-12,2021-09-22,30.204.27.30,null,Valid,379,0,2023-04-28 00:00:00.000000,2022-04-23,2023-12-06 05:47:04.908273,2024-01-05 11:09:30.238006
952,879,43,1674578,619,2022-08-26,2023-04-18,william49@example.com,0,0,0,2023-01-07,2021-03-12,10.125.83.10,null,Valid,238,1,2023-04-21 00:00:00.000000,2021-05-20,2021-12-09 14:40:19.546446,2022-02-16 14:19:36.653812
800,331,962,1693957,149,2023-09-05,2023-11-04,esingh@example.com,0,0,0,2022-05-31,2022-02-23,108.4.114.183,null,Valid,463,1,2022-11-14 00:00:00.000000,2023-11-06,2022-04-22 18:10:06.858227,2024-01-01 19:19:23.852073
797,400,617,1700555,505,2023-12-25,2023-12-26,samuel86@example.org,1,0,1,2023-02-17,2022-06-16,45.122.113.115,null,Suspicious,186,1,2022-04-13 00:00:00.000000,2024-01-14,2023-07-14 11:20:48.617158,2023-10-21 15:01:14.406361
824,993,393,1712933,545,2022-07-24,2023-08-11,pamela75@example.net,0,0,1,2022-01-14,2021-11-29,100.187.145.210,null,Invalid,582,1,2022-06-15 00:00:00.000000,2023-09-25,2023-11-29 14:19:22.007514,2024-01-10 16:04:39.068226
176,799,300,1725148,268,2021-11-11,2022-01-21,jonesedward@example.net,0,1,0,2023-07-09,2021-09-11,20.37.225.99,null,Valid,644,0,2022-10-01 00:00:00.000000,2022-03-10,2021-02-25 07:08:34.589317,2022-09-10 14:20:55.183204
846,801,343,1733411,882,2022-01-13,2023-10-20,higginsbrenda@example.com,0,0,1,2022-05-04,2023-10-17,2.209.106.36,null,Valid,876,1,2021-06-06 00:00:00.000000,2022-04-21,2021-12-04 19:30:16.410519,2022-10-12 22:35:14.102287
771,253,155,1738921,392,2023-11-03,2023-11-22,pricekimberly@example.org,1,1,1,2022-04-11,2022-01-15,211.214.239.149,null,Valid,108,1,2023-12-28 00:00:00.000000,2022-09-08,2022-02-20 10:18:10.488794,2022-11-01 01:10:25.328515
743,691,750,1738959,90,2022-01-22,2022-06-01,adam95@example.net,1,1,1,2023-02-05,2021-11-13,18.6.51.239,null,Valid,989,1,2021-05-16 00:00:00.000000,2021-03-18,2023-10-09 15:27:33.948430,2024-01-19 14:17:12.457880
94,738,265,1744004,622,2022-04-28,2022-07-15,alawrence@example.net,1,0,1,2022-09-15,2023-11-27,208.125.26.17,null,Valid,861,0,2022-11-16 00:00:00.000000,2023-08-09,2022-07-01 16:31:15.284089,2023-12-27 04:26:47.341680
762,45,442,1769307,878,2022-04-21,2023-10-14,anna09@example.net,0,1,1,2023-10-12,2021-09-09,45.4.118.231,null,Valid,626,0,2021-05-06 00:00:00.000000,2022-04-02,2023-10-24 20:14:37.977026,2023-11-25 01:58:38.301613
481,615,867,1770723,427,2022-07-17,2023-04-21,mitchellnicole@example.org,0,1,0,2021-04-09,2023-08-02,207.249.189.21,null,Invalid,594,1,2021-09-06 00:00:00.000000,2021-12-06,2023-12-27 11:35:45.436559,2024-01-02 08:34:17.353974
324,699,156,1774181,270,2023-02-13,2023-05-21,kimberlytaylor@example.com,0,1,0,2022-05-04,2023-03-19,162.231.92.132,null,Valid,16,1,2021-07-10 00:00:00.000000,2022-02-03,2021-03-24 08:24:59.144819,2022-03-22 14:54:21.902563
927,646,756,1782125,877,2022-12-02,2023-11-26,brian37@example.org,0,0,0,2022-06-03,2023-03-30,216.244.94.237,null,Suspicious,24,1,2023-06-11 00:00:00.000000,2022-07-26,2021-03-05 13:13:34.479346,2021-08-19 12:35:50.686955
582,782,174,1787091,562,2021-02-20,2023-11-20,kelly50@example.org,1,1,1,2022-02-12,2023-12-05,114.102.58.195,null,Valid,366,1,2023-12-07 00:00:00.000000,2023-05-02,2022-01-09 18:50:03.588854,2022-02-03 06:27:54.977842
608,444,231,1801104,937,2024-01-17,2024-01-24,joseph35@example.net,0,1,1,2023-08-22,2022-04-28,77.253.39.177,null,Valid,899,0,2022-07-30 00:00:00.000000,2021-11-11,2023-03-06 21:45:11.682116,2023-09-25 14:11:54.922407
23,5,17,1802394,22,2023-09-04,2023-11-16,ssmith@example.com,1,0,0,2023-12-17,2021-12-14,42.241.241.77,null,Invalid,663,0,2022-08-05 00:00:00.000000,2021-08-15,2021-09-25 22:03:29.944328,2022-10-21 15:04:24.388363
528,777,49,1824978,880,2021-05-20,2023-08-04,yarmstrong@example.com,0,1,1,2021-04-12,2023-08-13,17.7.58.229,null,Valid,49,1,2022-11-30 00:00:00.000000,2022-12-14,2022-05-03 15:53:29.927342,2022-10-17 17:54:42.633719
26,884,894,1832400,45,2021-04-23,2023-09-08,millersamuel@example.com,0,0,0,2021-03-17,2023-08-31,76.2.69.10,null,Valid,211,1,2023-03-07 00:00:00.000000,2023-09-06,2022-12-27 02:12:45.194338,2023-02-01 21:46:24.779687
