Consumer_Key,Consumer_Created_Source_System_Key,Consumer_Last_Update_Source_System_Key,Consumer_Web_Push_Opt_In_Opt_Out_Source_System_Key,Consumer_Privacy_Policy_Consent_Source_Key,Consumer_Class_Code_Key,CFDM_Channel_Code_Key,Consumer_Gender_Code_Key,Region_Code_Key,Affiliate_Code_Key,Market_Code_Key,Division_Code_Key,Consumer_Global_Unique_Identifier,Consumer_Level_Code,Consumer_Valid_Record_Indicator,Consumer_Version_Number,Consumer_Offline_Identifier,Consumer_POS_Identifier,Consumer_Online_Identifier,Consumer_Salutation_Code,Consumer_First_Name,Consumer_Middle_Name,Consumer_Last_Name,Consumer_Language_Code,Consumer_Birth_Day_Number,Consumer_Birth_Month_Number,Consumer_Birth_Year_Number,Consumer_Loyalty_Opt_In_Opt_Out_Indicator,Consumer_Web_Push_Opt_In_Opt_Out_Indicator,Consumer_Anonymization_Indicator,Consumer_Pending_Braze_Archival_Indicator,Consumer_Pending_Braze_Archival_Date,Consumer_Web_Push_Opt_In_Opt_Out_Update_Date,Consumer_Online_Registration_Date,Consumer_Online_Registration_Status_Code,Consumer_Offline_Registration_Date,Consumer_Registration_Store_Identifier,Consumer_Archived_In_Braze_Indicator,Consumer_Profile_Update_Indicator,Consumer_Profile_Last_Update_Date,Consumer_Privacy_Policy_Consent_Date,Consumer_Privacy_Policy_Reconsent_Date,Consumer_Anonymization_Timestamp,Consumer_Record_Created_Timestamp,Consumer_Record_Modified_Timestamp
325767,18,18,18,573,467,9,2,10,592115,1,1,493e8016-2eb5-4d61-bab8-1808301c4155,global,1,1,3ff254bd-1b2b-41f0-9838-1b48e8e38346,3b1472a9-90b8-4e42-864d-1711d57b127c,6e4a8300-a84e-46f9-8693-3411af068b6b,9d3be8c34aa8bff65b8228d28c2b77f4,Mr.,Michael,Shawn,EN,7,3,1999,0,1,1,0,2022-02-14,2023-10-06,2022-09-05,registered,,,1,1,2022-06-09,,,2023-05-19T13:44:54.988Z,2023-05-19T13:44:54.988Z,2023-07-22T08:36:08.624Z
334135,34,34,34,624,746,8,2,10,781876,1,1,de629a83-12ec-43fe-900b-b8eadb66348b,global,1,4,764fce72-91f9-47f2-bd55-096e5b7cdd0c,5e41f368-e41a-4dc0-a055-af367db1eea4,d1ddb0c4-1938-4e35-803e-8fc04e36c56f,8bb6c4eb56b285dc0d44796aaae30fd9,Tina,Angela,Munoz,EN,1,10,1968,1,1,1,1,2021-03-01,2022-07-15,,,2022-05-14,1e540da4-80c9-4b8c-bbe5-c750d60a847d,1,1,2021-02-20,,2022-01-27,2023-08-20T02:18:59.354Z,2023-08-20T02:18:59.354Z,2024-01-23T10:45:47.679Z
343462,41,41,41,123,653,9,1,10,640294,1,1,aea88591-6fce-4401-aad8-3908c66b3b23,global,1,4,dddb180d-f601-4a42-83f1-c5748d1730c6,1babd230-0769-4a36-bf22-3859b1edb267,ab8b4b2f-c51d-4df4-a3e9-0e581d619dd5,19c1cb76ab67159d64fdcc3ac4637bf9,Lori,Rachel,Ramos,EN,13,9,1953,1,1,1,1,2021-08-11,2022-03-19,,,,,0,1,2023-10-20,2023-02-10,2022-05-18,2021-07-20T23:03:43.604Z,2021-07-20T23:03:43.604Z,2023-04-05T16:22:29.668Z
376051,29,29,29,186,419,3,2,10,836023,1,1,9a858c72-73b1-446d-9e11-3fef6f669a17,global,1,6,3fb76173-31f7-43df-87d6-20b311cbaf86,5ad4e64a-38e4-43ec-8e19-c31da6255a7b,16949ac8-612f-486a-a93c-1849bccac63a,a06f26d0dcb59d2f45111af28ddbf0db,John,Richard,Buchanan,EN,4,2,1960,1,0,0,0,2021-03-31,2023-02-25,,,,,0,1,2023-08-02,2023-12-22,,2022-12-04T07:48:25.087Z,2022-12-04T07:48:25.087Z,2023-04-29T21:02:10.639Z
389073,35,35,35,510,75,8,2,10,620710,1,10,3225c738-084e-47fd-88be-41ce3ecf128e,global,0,2,7c93e292-e583-44d5-9b78-541e500877f6,a4169656-389b-4d20-84f7-219b3539b0e3,31ffe124-f0d9-4818-99e6-ba749591dabd,fee90fca0ea6eebf5cec336a742cf5d3,Lauren,Jennifer,Stuart,EN,12,8,1962,0,1,1,0,2021-07-11,2024-01-17,2021-03-11,registered,,,0,1,2022-03-23,2023-03-12,2021-01-25,2022-03-06T19:16:30.013Z,2022-03-06T19:16:30.013Z,2023-12-05T14:53:28.823Z
393783,40,40,40,406,771,5,1,10,735971,1,17,fdeea1c5-50ec-4a05-9646-0101cd8814b5,global,0,1,60fb13a6-2322-4f56-89b8-9bc36857eb1e,53066a49-7a23-4269-9d8f-e1b6566cb52d,2f2654cb-25b9-45cf-a84c-1c922d7806cf,6d071db0f920641a1c80a9b59af659f3,Susan,Jodi,Lopez,EN,29,10,2001,0,0,0,1,2021-05-25,2021-04-12,2022-07-11,pending,,,1,1,2023-09-19,2022-03-25,2022-03-31,2021-08-09T08:55:39.679Z,2021-08-09T08:55:39.679Z,2023-04-01T01:35:48.501Z
425033,39,39,39,592,19,10,1,10,343644,1,38,5bae74d3-3acc-40b5-968c-01137df0f131,global,0,8,cde4558d-3bce-4f26-803b-1d702a0332c6,e12c30be-dafe-4c1c-aaa8-ed9ef245414d,c189223d-a3cb-4947-931f-4531a2bbe025,ac56fb18970b88754407c1dc2ab187dc,Angel,Brandy,Black,EN,23,7,1958,0,0,0,0,2022-06-01,2022-11-17,,,2022-06-27,2bc11959-76d8-4db8-876a-33532389048b,1,0,2021-09-08,,2023-03-09,2022-11-11T11:10:05.732Z,2022-11-11T11:10:05.732Z,2023-12-30T08:59:48.473Z
439650,3,3,3,870,535,5,2,10,572606,1,12,6d2c1218-de0a-4924-b258-405d25b4661c,global,1,7,453b630e-4eee-4f80-90ac-edf03a1b2bec,e2d824c9-7a25-4505-adee-de21ddebead1,dab77bad-0218-4389-82be-25409c7aca37,4312463607c96f2b99ef7d37ccfb6767,Terri,Melanie,White,EN,31,12,1987,0,1,0,1,2022-05-09,2021-03-19,,,2022-10-06,bd9c302e-1053-420b-97fd-045cce5a7ebc,1,1,2021-08-17,2021-03-01,,2023-04-11T11:26:44.652Z,2023-04-11T11:26:44.652Z,2023-09-25T01:49:52.109Z
442930,44,44,44,765,545,4,2,10,981327,1,99,32290453-0820-4973-b956-b45b548f7acc,global,0,10,1988ad91-2d24-4cc7-920b-5138f9c92f02,612a2b33-1faa-4ebd-af0b-4735df02d187,9365abeb-849f-4554-8e02-47cb0c0731b8,9dd0622c1b9405185ee834b84ada5cf8,Amanda,Amy,Obrien,EN,19,10,1966,1,1,1,0,2023-03-21,2022-12-09,2021-07-27,registered,,,0,0,2022-04-28,2022-11-17,2022-05-29,2021-05-30T16:48:55.076Z,2021-05-30T16:48:55.076Z,2022-01-17T17:02:04.109Z
462074,43,43,43,190,911,1,1,10,602648,1,36,cbc6135e-267b-48fb-af00-ed205fcc9db0,global,0,12,ea71e69d-e6fe-4b90-a662-df8db4c06535,9cc8da71-72bf-40c0-9085-22044f117262,da3d4319-c449-4ffd-9229-f560e04e7f1d,f8aa8841820c94d13cf583f0ec27b311,Jackson,Adam,Gallagher,EN,21,5,1982,1,0,0,1,2022-09-01,2021-06-29,,,2021-06-28,9b61cb29-50b7-408f-9afc-eb754bfcce6d,1,1,2021-07-07,2023-12-25,,2021-12-05T14:17:05.191Z,2021-12-05T14:17:05.191Z,2023-02-22T06:17:38.527Z
463915,16,16,16,460,961,6,2,10,395920,1,26,1495e18b-4732-4dac-9b61-b222aab806e2,global,1,7,d1785333-63fe-4d88-89b9-80c6bb8796c2,0df9c740-27bc-4aa2-9db3-e0782999b72d,22ccf1f9-2692-4b1a-9153-2043fd9e5f6c,04cac9c8621bd442dc269036f664ce58,Deanna,Samantha,Brown,EN,7,1,1964,0,1,0,1,2022-10-05,2021-08-21,,,2022-05-08,7ec64e5d-e0c9-4671-8bc1-6eb1385a95b5,0,0,2021-06-15,2021-09-21,,2024-01-06T20:51:38.918Z,2024-01-06T20:51:38.918Z,2024-01-22T19:58:03.078Z
468553,21,21,21,141,567,9,2,10,339357,1,22,d5cd9f70-d2d0-4928-ba44-44daa35a8f4b,global,0,12,0db074f9-bd5a-41ee-bee6-ff7c76a0be7e,4e14fa76-ae26-4e8c-8ae0-1ec25d8a963e,56929ad9-ee0a-4055-acb7-9b5d106c459f,d333badee1b86c6c8f3141ff4605ce4e,Krystal,Lisa,Mcdonald,EN,30,8,1975,0,0,1,0,2024-01-06,2021-03-02,,,,,1,1,2021-08-10,,,2022-12-23T03:00:02.573Z,2022-12-23T03:00:02.573Z,2023-03-14T08:57:15.603Z
540059,17,17,17,207,401,5,1,10,926329,1,22,2b3f94d4-2697-471d-af71-9baae800f05d,global,1,11,82b867b7-29a8-4b09-8ae2-0c965ed9f24f,2ef88a73-ce28-4f6c-9f06-f095a82209c0,7be66227-dab6-4951-99f7-e6a59b89d20c,8890c4dd752a9c0085271380a4ad0a1c,Misty,Kristina,Harris,EN,22,6,2000,0,0,1,1,2021-12-07,2022-08-06,2024-01-19,registered,,,1,0,2021-07-06,,,2021-03-04T04:00:38.847Z,2021-03-04T04:00:38.847Z,2022-07-14T13:29:49.162Z
540436,24,24,24,545,650,4,1,10,684353,1,22,d7bf693a-bf59-4f31-a8f7-d5dffeb0c903,global,1,6,548c2dcf-59ea-45ab-87e5-89b9f6ae74e6,49830145-abf9-4410-a30c-279e95f3775f,74d20d89-4040-4012-ace0-edaeabd79b19,6f618fc3d0ef6cd532d536d07f24af4f,Jennifer,Cathy,Peterson,EN,30,3,2000,0,1,1,0,2023-09-25,2023-12-23,,,2021-09-13,f380d6aa-ac65-4826-8ade-d673c48a8a47,0,1,2023-11-07,2023-09-23,,2021-03-13T05:32:47.977Z,2021-03-13T05:32:47.977Z,2023-12-18T04:50:17.105Z
550584,45,45,45,959,781,4,2,10,713005,1,22,7c1d6d9a-06df-470a-8233-2b5b99853fd1,global,1,5,e703880e-e759-4bc2-a311-5e907c4a9169,35228120-7391-40d7-a858-a2fef0d79cd0,d1ea5057-d4f3-430e-9adb-4df474a81ca9,15ef6f5969cd4b4249baed884bb54269,Kristen,Amy,Hansen,EN,13,4,1996,0,0,0,0,2023-12-17,2023-07-27,2023-07-28,registered,,,1,0,2021-04-10,2023-12-11,2021-04-21,2021-04-20T18:48:20.305Z,2021-04-20T18:48:20.305Z,2023-02-21T05:49:50.506Z
570161,16,16,16,76,55,6,2,10,173216,1,21,27987954-82b2-47e9-961c-6266c31c986e,global,0,2,bd8ba2eb-460b-466f-86bc-d7d338a34558,eed0d6ae-fa88-429f-8203-f1cf150805eb,c2b4b4cf-4ad0-47d7-aec6-c4252724934b,315c8af23c27bcb33796b59b56b411df,Aaron,Edwin,Rose,EN,4,4,1989,0,0,1,1,2021-08-19,2021-11-06,2023-09-21,registered,,,1,0,2023-02-12,2023-01-09,2022-01-19,2023-10-30T17:41:09.808Z,2023-10-30T17:41:09.808Z,2023-12-21T05:32:37.622Z
581470,15,15,15,592,914,8,1,10,654600,1,10,0e6ebaf1-da95-467d-b291-03765b2df54e,global,0,4,dda0f53f-67a1-4191-96d0-647e8e9570cd,7e97783a-97ae-48f9-b482-fa7601a3f3e4,714044eb-c52a-476c-9af6-b34199b96f78,ee2cf3fe6e9a5459605da1a2458470f6,Diane,Miranda,Jones,EN,7,2,1972,0,1,1,0,2023-11-16,2023-05-08,2023-01-28,pending,,,0,0,2021-02-04,2021-08-17,2022-09-22,2021-09-30T10:11:09.801Z,2021-09-30T10:11:09.801Z,2023-11-22T18:51:45.143Z
585220,2,2,2,760,415,10,2,10,388596,1,10,351af01c-4157-4639-b2fb-34f2a4f1caa8,global,1,7,548fe8f8-3d94-4224-a5fe-a14f7d37a1fc,9335faaa-cbf6-4998-9b08-36e6ac18f6bb,704e97c1-8e1e-48d2-befe-ca537d086d94,9eaaacd6f652ea19c00ab9244cb9ca30,Gloria,Shelby,Guerrero,EN,29,8,1975,0,1,0,1,2021-03-25,2023-03-10,,,2023-12-23,97d20b31-72ef-40d6-ade2-1ad7ddc10927,0,1,2022-11-21,,,2022-05-27T19:17:23.772Z,2022-05-27T19:17:23.772Z,2022-09-08T11:14:30.510Z
596803,6,6,6,394,107,8,2,10,722597,1,10,8d1f72da-7d0e-41c1-8d60-ccdd2f1eaeff,global,0,9,7ff3ec22-dfbf-4433-8dd4-4f2be3643a86,8200a00a-0cce-469f-bbe7-1b7f1433a5c8,9a1e9ab3-0f6c-4218-80fc-34bb2f5d6eef,4459d53b8dc651d7a22a2629f282dabe,Timothy,Charles,Pierce,EN,1,10,1991,1,1,0,0,2022-09-15,2021-03-01,2022-01-16,pending,,,1,0,2022-05-22,2022-06-16,2022-12-25,2023-10-03T01:06:29.061Z,2023-10-03T01:06:29.061Z,2023-12-05T19:00:02.223Z
596943,12,12,12,854,794,1,2,10,767034,1,11,001043c7-b9a3-44ce-89f6-b63831ffafc9,global,1,10,61704c35-eee8-4d62-b1bb-073b585adc81,3f569d4f-e6fc-43ed-9c2f-86c1e7a02c6d,accfc324-13a4-4b57-b7c8-2ba859aa65c8,1882e4af261a54c4e026a4519d4a65ce,Christy,Deborah,Lopez,EN,5,11,1945,0,0,0,0,2022-08-01,2023-10-13,,,,,0,0,2023-02-28,,2022-01-21,2023-03-24T13:35:03.654Z,2023-03-24T13:35:03.654Z,2023-11-07T11:39:09.169Z
612864,1,1,1,489,439,3,2,10,710766,1,11,d2b31f3c-f248-4746-b63a-dc2e0db807f6,global,1,9,776f908f-4f44-4b0b-b3c3-301610b52488,141a0309-8bb5-4f9a-8f2e-fe52a6e2b58c,463f19f8-8831-43da-aedd-46d96402fe98,f094373082e07b410d49397299b52f80,Hannah,Brandi,Daugherty,EN,10,11,1951,0,0,1,1,2022-01-18,2023-05-25,2021-03-01,registered,,,1,1,2023-09-30,,2023-11-07,2022-04-24T16:57:34.989Z,2022-04-24T16:57:34.989Z,2023-11-04T23:37:43.944Z
613089,22,22,22,809,929,1,1,10,132485,1,99,2803a11e-05fb-42d8-9a1c-c12289205b36,global,0,12,cb040f62-b87c-4325-a384-37e0dddcfa67,9adba8b5-3f97-4bf1-a053-0b8a29245660,a16cc1ad-8eaf-452f-9782-b7113972390f,d3efc5b715a80f97692c580c47af27c5,Michael,Brian,Heath,EN,30,3,1949,0,0,1,1,2023-06-21,2021-06-16,,,2021-06-04,b8c2b089-6e27-4cfb-b21c-c5879c03da08,0,0,2023-10-08,,,2023-12-08T14:06:47.258Z,2023-12-08T14:06:47.258Z,2024-01-09T21:46:32.644Z
616319,35,35,35,66,878,4,1,10,332379,1,10,d9cce9bf-3c7a-4bb0-ab71-8d9c0f86fae4,global,0,2,e0e1a7bd-4560-4f85-9376-3929c2281164,c06b3969-d215-4b49-a5f0-d906052a98bd,71b08ad4-e37a-4d66-b70d-3c323d71fed1,8c492be8da3e792169507383f576a928,Douglas,Jorge,Garza,EN,2,12,1949,0,0,1,1,2022-07-16,2022-07-19,2022-05-14,registered,,,0,1,2022-01-01,2022-03-10,,2022-10-28T17:08:36.316Z,2022-10-28T17:08:36.316Z,2023-11-29T05:32:40.619Z
623007,39,39,39,484,920,10,1,10,976898,1,3,dac58699-d7e4-404d-9e94-7e8ed63b2c94,global,0,3,6757dc62-2a66-4e21-b555-54d5c45cfad1,bb27f1f9-583c-4a0b-aa96-55a296847063,d30045bb-04b3-4155-a75d-29a1d0a3123c,e6f4437c3af5cd546f6b09f5448332b7,Mary,Erin,Parker,EN,2,7,1949,0,1,0,1,2022-03-28,2021-11-11,2021-02-04,pending,,,1,0,2021-10-05,,2023-04-03,2024-01-20T11:09:30.537Z,2024-01-20T11:09:30.537Z,2024-01-24T15:17:17.589Z
630776,24,24,24,296,827,6,1,10,908425,1,17,bcc6963b-504e-490a-ad54-e10eb23b657c,global,1,9,73640ad0-7da5-49b7-ac47-0c3198013fc1,63bf8962-e83b-4319-88b8-31e00c3f3cac,d5338cf0-ced0-443a-8bb9-5ce418bcc480,8a481d232fe9faa64fa7c7e9cdd93a33,Rebecca,Cynthia,Wheeler,EN,16,9,1971,1,0,1,0,2022-11-18,2022-12-20,,,,,0,1,2023-08-19,2021-09-29,2021-05-07,2024-01-13T04:31:41.964Z,2024-01-13T04:31:41.964Z,2024-01-22T09:55:22.388Z
650568,3,3,3,739,833,4,2,10,298634,1,26,2cff052f-8041-44db-b84e-352a87ccb398,global,1,1,f04475cb-a09e-421c-b11c-66d0414fb43f,269b50e6-8fb5-4000-882c-f615c583049d,5c10a4e5-275e-4535-bfcf-df5953fa89d6,9dcd09e0de430308605ea4f988f64d77,Jose,James,Baldwin,EN,14,3,1963,1,0,0,0,2023-03-06,2023-07-22,2022-12-28,registered,,,1,0,2022-02-15,2022-03-03,2023-10-01,2022-05-16T19:05:04.910Z,2022-05-16T19:05:04.910Z,2023-07-11T20:16:27.611Z
670520,21,21,21,180,243,1,2,10,185762,1,36,ec2bcc32-cdb8-4bbc-ab6f-3f15a1d76ea7,global,1,8,bcc70125-08f3-4c3a-ba38-bde1e07140d9,808f9d4c-9322-4006-a920-f329b3876d71,566230cc-3057-4c70-b04d-acb11a1dff83,2401ade4da72ec534cd6f3dedf93b618,Jorge,Gregory,Massey,EN,4,10,1964,0,1,0,1,2022-03-06,2023-03-11,,,2022-07-26,11244fb8-b2f9-464a-9c18-2ac78304ba04,0,0,2023-11-27,2023-03-18,2022-09-29,2022-08-29T22:51:28.828Z,2022-08-29T22:51:28.828Z,2023-05-07T15:47:20.814Z
673617,36,36,36,749,407,8,1,10,104976,1,99,8fc9494c-357f-4f21-957f-2684ee93a607,global,0,3,93893cb4-dfcc-4e31-be94-5ce32bde21de,238084af-b5f8-4117-8a06-bde74b4b6008,5b2a0f26-f84d-43c7-a8b9-6b11989da3fb,5eeb7d31af182bf967f718734fc472c5,Greg,Nicholas,Foley,EN,25,10,1984,1,0,0,1,2023-04-03,2022-01-21,2023-05-03,registered,,,1,1,2021-05-01,,2022-12-07,2021-02-02T14:12:04.445Z,2021-02-02T14:12:04.445Z,2023-11-04T17:00:19.867Z
674348,6,6,6,27,409,2,2,10,144966,1,22,7ee86a79-6661-4f66-8402-976a0d614efe,global,1,11,2ec5082b-a06b-413e-9a22-d0a8e94de814,454d6ed4-3d82-48d2-a5c6-9654a9859371,de4463bd-f345-418a-8f72-ddb4dd9efb8e,b5083133588a9c9f25cba911985f0467,Edward,Jesse,Robinson,EN,29,7,1990,0,0,1,1,2021-11-06,2023-06-19,2023-05-22,registered,,,0,1,2021-02-02,,,2022-03-08T10:07:45.744Z,2022-03-08T10:07:45.744Z,2023-06-22T18:55:24.864Z
674719,45,45,45,8,858,1,2,10,626073,1,26,81cf9d28-c7f4-495c-ae66-c280bd4b03ec,global,0,9,0a050632-74c0-4c6f-8cc3-797eb5c695e0,2c054894-895b-4ec8-9e1a-bd40328ec618,c3fe108e-4136-4434-88fc-bcafcf31eb38,6b74cd233e868cc7fba8cd1feb4048de,Luke,Samuel,House,EN,22,4,1989,1,1,1,1,2023-10-03,2023-08-22,2022-06-16,registered,,,0,0,2021-03-19,,2023-04-20,2021-05-04T13:36:43.625Z,2021-05-04T13:36:43.625Z,2022-10-12T05:18:31.754Z
684877,35,35,35,969,144,5,1,10,233414,1,36,e480b07b-9bb7-4041-900a-5af553e881d3,global,0,12,8c650d36-07f3-40f1-873e-61ba0625adc8,0a3498c0-1638-4ea4-8a60-78e32c39e9a0,5997dd49-eee8-4c1e-805d-55d8827583d6,a030987ecc6f7d2c0224af7e1e9c8f14,Amanda,Sandra,Thomas,EN,2,12,1967,1,1,0,1,2023-12-31,2023-05-22,2021-05-17,registered,,,0,1,2023-06-25,2021-06-05,,2021-05-06T06:47:13.437Z,2021-05-06T06:47:13.437Z,2022-02-09T00:16:34.764Z
689048,14,14,14,502,349,10,1,10,275015,1,26,7e7ddf2f-7c66-45ae-a335-1f8bc3d527fd,global,0,10,4210bd45-b149-4d98-b063-5f50247dd7be,1b882843-e535-41f0-85c8-09a5354c1ac3,53e7dd54-b63c-4d23-97d0-28a2a5e20cd4,da815cf879875acd94777a0fdd00a8f5,Melissa,Jamie,Huff,EN,28,2,1994,0,0,0,0,2021-08-26,2021-01-25,,,,,0,0,2022-03-23,,2022-08-29,2022-02-07T02:47:13.795Z,2022-02-07T02:47:13.795Z,2022-06-04T04:49:33.642Z
689515,13,13,13,799,521,1,1,10,239390,1,22,8e9089e4-0b4f-4f32-8d1d-3547cf2af0d7,global,0,9,cf93b883-467a-423a-84f7-d1f284eb3292,08fddbc1-0142-41dd-aa83-8102492c8531,f4e24598-ad10-4e4e-815b-3f44ef89a42b,ca57d59fdab6b9c21bcabe1e0d31b943,Alexandra,Lori,Deleon,EN,12,9,1998,0,0,1,1,2023-07-10,2022-08-13,,,2022-07-04,eee3ad19-5dd9-4d5b-86d9-b6148ce967b5,1,1,2023-09-21,2021-08-05,2022-04-21,2021-03-22T10:33:10.076Z,2021-03-22T10:33:10.076Z,2022-09-19T08:14:48.793Z
695110,34,34,34,485,129,7,1,10,329994,1,17,d2b30c48-6e1c-485d-b140-e6746883834c,global,1,12,582856cd-f70b-4c56-b14e-384cf4616bb2,6b7c354c-cdb7-4522-8904-cd3568587fdf,8481f7b7-1fc5-425f-8c26-7f439d4b654c,2e5b5f21ad8e00aca5a29ef5078c9828,Allison,Nicole,Costa,EN,11,7,1981,1,1,0,0,2022-03-13,2022-08-02,2023-10-30,registered,,,1,0,2022-05-28,,,2023-08-08T16:22:37.576Z,2023-08-08T16:22:37.576Z,2023-11-16T13:44:39.291Z
699155,33,33,33,368,515,6,2,10,795515,1,11,dfcf37a0-c1b0-4280-b93e-474ef38e89c5,global,0,4,32c966dd-4124-44d0-948f-a7699d6f937f,a824b4cc-30a4-414f-a3bb-a9c06a58798f,61adf862-103b-4733-ab82-2e869f06a92c,9ac29b9fade10c0422d40ebdcc60cd14,Ryan,Michael,Huffman,EN,24,4,1944,0,0,1,0,2022-08-09,2021-06-07,2022-12-01,pending,,,1,0,2023-02-22,,,2022-02-12T16:30:20.373Z,2022-02-12T16:30:20.373Z,2022-12-26T15:12:55.482Z
702248,8,8,8,672,768,6,2,10,884894,1,1,987efe65-267e-47cc-8491-0fdf7165960c,global,0,2,b7d0f01e-c8df-41e2-8bec-ad5d2324678d,958cf8ff-c9e7-4acd-a6b5-bf549ac443a8,ed9b3d58-7ff5-4be0-8f21-6de568bf8b90,0272decfa478edce4fd4b00f61c9409a,Adam,Mark,Martin,EN,23,11,1979,0,1,1,1,2021-08-26,2021-10-20,2022-10-29,registered,,,0,1,2022-06-02,,,2023-09-19T07:43:42.771Z,2023-09-19T07:43:42.771Z,2023-09-24T06:52:49.418Z
745786,39,39,39,618,144,2,2,10,455145,1,26,320a75c0-4158-4603-b6f2-d9411a44e0a5,global,0,12,69e8eae0-6dd4-4ee2-95f7-29d6609a66da,cd6266d7-bd3a-40a7-9b65-b7276c9fcc44,7a247d45-9c35-4d3a-8e7a-f2aa11e0fc46,ae0f1fa054f7cd05e789ccaeeccccac1,Regina,April,Edwards,EN,19,6,1962,1,0,1,1,2022-09-25,2023-02-15,2021-06-18,registered,,,1,0,2021-08-10,,2022-02-13,2023-01-09T10:04:51.910Z,2023-01-09T10:04:51.910Z,2023-05-11T06:55:22.447Z
746029,22,22,22,856,121,7,2,10,349871,1,99,13cdf0a6-16e6-4a56-a321-52349c8949a1,global,1,7,5aefd894-9bd9-47ad-b733-77322a0da1ea,65d518f7-7edc-4d53-b74f-de376c73f0bb,1221862f-ffda-4b88-8db9-46fb4c62eb05,9b2d5dabe02eb1ac7c521035a923f458,Kevin,Danny,Stephenson,EN,12,8,1950,0,0,0,1,2021-03-14,2021-10-04,,,2023-12-30,c35bf30c-c2a3-49c0-8049-8cdd747e490d,1,1,2021-07-08,2021-12-18,2023-07-15,2023-08-28T23:37:08.033Z,2023-08-28T23:37:08.033Z,2023-12-19T19:39:17.469Z
749797,10,10,10,554,890,4,2,10,753686,1,21,9a73667f-aa31-486e-9168-1e791b8a0f88,global,0,12,eeb6755c-ce0d-44a6-ad8b-e8463523f239,bea1bae9-615b-404e-9a22-80a70622ad27,f7bfec88-232a-4dd8-bd93-60ba8463084f,9ea816dc58f13ff3210aa20e4708a062,Timothy,Fernando,Hall,EN,9,11,1972,0,0,1,0,2022-09-11,2021-11-30,2023-04-02,registered,,,0,1,2023-10-02,2022-08-12,,2022-04-17T19:53:52.469Z,2022-04-17T19:53:52.469Z,2022-08-05T14:43:49.706Z
750442,20,20,20,325,205,1,2,10,779773,1,10,b969cdb6-4f04-4a9c-88f2-5ccd9f9563d8,global,1,5,b35e500a-3ade-482a-a038-216afff6162a,ee03ac7f-0e78-4a07-8d82-b4857d421573,3f037145-fab1-4622-8f90-390913f92a2b,67f833eef1310735bb70c00087ec20e5,Sandra,Christina,Rollins,EN,8,8,1984,0,1,1,1,2023-04-05,2021-01-27,,,,,0,0,2021-10-15,,2021-09-27,2023-12-02T09:43:52.502Z,2023-12-02T09:43:52.502Z,2023-12-11T22:01:34.876Z
764718,24,24,24,470,931,5,1,10,585076,1,3,ae840a07-662c-488c-9659-116434fb1cc4,global,0,4,4e37d7e9-62d7-42c6-9880-cb438051f3c3,93417e95-fe63-4445-b828-4498d8064eb6,68be27d2-3290-4c77-9793-034f8e5c2b3e,26d24ebdfa1a7d9dcb3c9a0fc86c0570,Dennis,Alex,Collins,EN,26,6,1947,1,0,0,1,2023-10-03,2022-02-28,,,2021-08-05,7eae6993-577f-43b3-b80c-4905aa4e5d17,1,1,2022-10-26,,2024-01-03,2022-07-02T17:01:37.513Z,2022-07-02T17:01:37.513Z,2023-12-05T13:35:22.895Z
764833,23,23,23,50,279,2,1,10,593769,1,38,9f002f57-7d7f-4ea6-ba66-96318f1171b1,global,1,3,4f9b481b-a377-44df-b2ff-9da494b0eaa9,b0a38bce-ce0e-4967-84ba-eb88af41e9e7,16d9d9ed-7a64-46a4-8700-177efcecb025,a0f18845e9f7ce5ae96598b5f09001a6,Daisy,Debra,Wong,EN,9,10,1987,0,1,0,0,2021-11-25,2022-06-08,,,2023-04-09,576b8040-227a-4c49-8a4f-42e0664e0a92,1,1,2021-12-20,2023-10-02,2023-04-01,2023-02-04T17:11:30.875Z,2023-02-04T17:11:30.875Z,2023-02-06T20:30:49.965Z
779151,12,12,12,904,164,7,1,10,707440,1,99,d1755912-0773-41db-8574-17a75fa7d7a4,global,1,2,aa260fbd-b498-4954-b77c-386a6f656e74,65195195-b696-4e8d-a013-be0fbc1509e5,35079458-be40-4348-b994-3854ce9ffb84,14c8794c6b2c7094610bdab292ed5374,Renee,Stephanie,Mills,EN,17,8,1978,0,1,1,1,2023-10-07,2022-11-28,,,,,0,0,2023-06-23,,2023-06-01,2022-11-27T22:05:52.196Z,2022-11-27T22:05:52.196Z,2023-04-12T07:33:21.998Z
786018,35,35,35,391,997,9,2,10,518448,1,99,6583db8f-3473-4197-b61e-16f64f7082df,global,0,12,3715122c-b791-443a-b6c5-812c28bb17b5,4f82c579-1ae2-4b27-8beb-cd01f870da26,e2507d47-dd6e-4ba5-a3e6-6e4854941cc9,bda601f878f566c8365df1b30d4d5a87,Katherine,Angela,James,EN,20,10,1946,0,1,0,1,2023-12-12,2021-10-22,,,,,0,0,2022-06-09,,2024-01-05,2022-10-09T16:44:20.778Z,2022-10-09T16:44:20.778Z,2023-04-09T18:51:42.530Z
